Date and time	Type of activity	Item purchased	Number of items	Change in pokecoins	Money spent on purchase	Currency
12/16/2017 00:29:35 UTC	In-game item bought	Incense	5	
12/16/2017 00:29:35 UTC	In-game item bought	Pinap berry	10	
12/16/2017 00:29:38 UTC	Pokecoin spent for in-game item	POKECOIN		-480
12/16/2017 00:29:38 UTC	In-game item bought	Raid pass (paid)	6	
12/16/2017 00:29:38 UTC	In-game item bought	Incense	5	
12/16/2017 00:29:38 UTC	In-game item bought	Pinap berry	10	
12/16/2017 00:29:41 UTC	Pokecoin spent for in-game item	POKECOIN		-480
12/16/2017 00:29:41 UTC	In-game item bought	Raid pass (paid)	6	
12/16/2017 00:29:41 UTC	In-game item bought	Incense	5	
12/16/2017 00:29:41 UTC	In-game item bought	Pinap berry	10	
12/16/2017 00:29:46 UTC	Pokecoin spent for in-game item	POKECOIN		-480
12/16/2017 00:29:46 UTC	In-game item bought	Raid pass (paid)	6	
12/16/2017 00:29:46 UTC	In-game item bought	Incense	5	
12/16/2017 00:29:46 UTC	In-game item bought	Pinap berry	10	
12/28/2017 16:41:48 UTC	Pokecoin bought	POKECOIN		1200	10.99	EUR
12/28/2017 16:42:15 UTC	Pokecoin spent for in-game item	POKECOIN		-1680
12/28/2017 16:42:15 UTC	In-game item bought	Raid pass (paid)	10	
12/28/2017 16:42:15 UTC	In-game item bought	Star pieces	20	
12/28/2017 16:42:15 UTC	In-game item bought	Egg incubator	6	
12/28/2017 16:42:15 UTC	In-game item bought	Lucky egg	16	
12/31/2017 17:25:46 UTC	Pokecoin spent for in-game item	POKECOIN		-150
12/31/2017 17:25:46 UTC	In-game item bought	Egg incubator	1	
01/15/2018 11:51:12 UTC	Pokecoin spent for in-game item	POKECOIN		-480
01/15/2018 11:51:12 UTC	In-game item bought	Raid pass (paid)	6	
01/15/2018 11:51:12 UTC	In-game item bought	Incense	5	
01/15/2018 11:51:12 UTC	In-game item bought	Pinap berry	10	
01/21/2018 20:55:21 UTC	Pokecoin spent for in-game item	POKECOIN		-780
01/21/2018 20:55:21 UTC	In-game item bought	Raid pass (paid)	9	
01/21/2018 20:55:21 UTC	In-game item bought	Star pieces	10	
01/21/2018 20:55:21 UTC	In-game item bought	Pinap berry	10	
01/22/2018 17:33:50 UTC	In-game item granted by admin	Raid pass (paid)	1	
01/24/2018 07:32:59 UTC	Pokecoin spent for in-game item	POKECOIN		-150
01/24/2018 07:32:59 UTC	In-game item bought	Egg incubator	1	
